File Name,Image,Task Type,VME or not?,Possible for VME Error to exist?,"If so, does VME error exist?",No Pen,No Man,Shape,Number of Protrusions,Incorrect/Missing Rune,Missing Carrot,Missing Castle,Use Mickey Mouse,Missing Word,Missing Moon,No Tie,No Stripes,Bart Hair,Wrong Colors,Tail,Wrong Object,Wrong Shape,No Bunny Ears,Wrong Colors,Four Spikes,Wrong Number ,Wrong Hair Color,No Mustache,Not Bowtie,Wrong Shape,Wrong Face,No Clothes,Wrong Bars,Wrong Pattern,Wrong Circle,Missing Mermaid,Trident
C3P0_LT_550,C3P0,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_793,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_801,C3P0,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_956,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1004,C3P0,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1010,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1046,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1058,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1082,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1133,C3P0,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1218,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1235,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1403,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1429,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1461,C3P0,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1478,C3P0,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1540,C3P0,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1567,C3P0,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_LT_1572,C3P0,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_139,C3P0,ST,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_231,C3P0,ST,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_440,C3P0,ST,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_564,C3P0,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_566,C3P0,ST,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_615,C3P0,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_710,C3P0,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_849,C3P0,ST,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_970,C3P0,ST,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_1051,C3P0,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_1222,C3P0,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_1258,C3P0,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_1263,C3P0,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_1264,C3P0,ST,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_1522,C3P0,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3P0_ST_1555,C3P0,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_74,Disney,LT,Not,N/A,N/A,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_205,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_232,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_266,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_267,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_291,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_295,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_308,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_372,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_395,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_454,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_492,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_518,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_541,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_586,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_599,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_634,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_673,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_681,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_725,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_751,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_755,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_850,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_906,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_925,Disney,LT,Not,N/A,N/A,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_949,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_960,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_963,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1019,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1043,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1063,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1072,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1091,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1150,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1195,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1243,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1296,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1382,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_LT_1398,Disney,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_100,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_116,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_143,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_228,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_505,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_611,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_639,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_935,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_980,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_1006,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disney_ST_1077,Disney,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_43,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_68,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_102,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_181,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_200,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_333,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_351,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_435,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_503,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_606,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_652,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_661,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_691,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_711,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_715,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_776,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_836,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_931,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_945,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_952,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1069,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1086,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1125,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1164,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1191,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1192,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1225,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1315,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1336,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1355,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1366,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1442,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1464,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1526,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1531,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1545,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1576,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_LT_1587,Dora,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_559,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_689,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_766,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_838,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_839,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_875,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_1062,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_1097,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_1173,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_1229,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_1432,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dora_ST_1504,Dora,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_38,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_58,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_73,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_123,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_124,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_140,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_179,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_242,Dream,LT,Not,N/A,N/A,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_274,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_300,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_370,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_405,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_449,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_553,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_678,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_697,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_855,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_965,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_967,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1024,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1163,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1272,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1320,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1331,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1335,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1339,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1387,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1391,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_LT_1565,Dream,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_30,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_40,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_106,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_225,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_270,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_283,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_706,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_811,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_828,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_856,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_885,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_912,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_1048,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_1067,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_1089,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_1215,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_1324,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_1358,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_1383,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_1394,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream_ST_1546,Dream,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_7,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_75,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_178,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_206,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_212,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_235,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_247,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_271,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_331,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_382,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_408,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_411,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_428,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_479,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_488,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_519,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_584,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_605,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_636,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_679,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_683,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_731,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_746,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_768,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_807,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_872,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_914,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_991,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1029,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1041,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1070,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1120,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1152,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1157,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1206,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1337,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1340,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1376,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1400,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1423,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1428,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1440,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1482,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1485,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1544,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
